comment_text,clean_text,sentiment
Fuck me I hate Kat if she doesn't leave I swear #mkr,fuck me i hate kat if she doesn t leave i swear mkr,negative
RT @DaveParky14 Not sexist but an all female cast for a re hash of ghostbusters sounds....well shit really,rt not sexist but an all female cast for a re hash of ghostbusters sounds well shit really,negative
RT @travisgutshall: I'm not sexist but I do believe that men should provide for the family and the women should stay home and take care of …,rt i m not sexist but i do believe that men should provide for the family and the women should stay home and take care of,positive
RT @_dylanmills im not sexist but it seems like females never have valid opinions when it comes to sports,rt im not sexist but it seems like females never have valid opinions when it comes to sports,positive
"RT @Bohagan81: Call me sexist all you want, but from stories/seeing this kind of stuff go down, women as a whole need to change how they co…",rt call me sexist all you want but from stories seeing this kind of stuff go down women as a whole need to change how they co,neutral
@PardusXY The idea...or the argument?,the idea or the argument,negative
I think Drasco just offered Colin an old fashioned wristy  #MKR,i think drasco just offered colin an old fashioned wristy mkr,neutral
"@Wateronatrain I appreciate you bringing good content to me, though.",i appreciate you bringing good content to me though,positive
RT @kinghatemode: she made a gif of a black street fighter player as a monkey. she started getting heat for it  #GamerGate http://t.co/Dq73…,rt she made a gif of a black street fighter player as a monkey she started getting heat for it gamergate,positive
Scoring like a Cunt because you can't cook for shit isn't fighting hard Kat.... You stupid mole #mkr,scoring like a cunt because you can t cook for shit isn t fighting hard kat you stupid mole mkr,negative
"RT @Shermertron: @MT8_9 @Noin007 ""Why Are Women Asked About Their Dresses on the Red Carpet? Sexism!""/""Our Five Favorite Red Carpet Fashion…",rt why are women asked about their dresses on the red carpet sexism our five favorite red carpet fashion,positive
Don't mind looking at Collin for the whole #mkr season 😍😍,don t mind looking at collin for the whole mkr season,neutral
"@mcall Repeating the lies, I see.",repeating the lies i see,negative
#killerblondes ?? Have the producers lost the plot or have my eyes failed? In what universe are they even remotely hot in?? #MKR,killerblondes have the producers lost the plot or have my eyes failed in what universe are they even remotely hot in mkr,negative
"Can't believe #cuntandandre are still in the comp
#mkr",can t believe cuntandandre are still in the comp mkr,neutral
RT @Trizzzy13: @Travieee23 they need to go intercept some dishes if ya know what I'm saying.,rt they need to go intercept some dishes if ya know what i m saying,neutral
"RT @robertosamalia: @YesYoureSexist if I was sexist my retort would be, ""make me a sandwich"", but as I'm not ill just forget about y'all in…",rt if i was sexist my retort would be make me a sandwich but as i m not ill just forget about y all in,positive
RT @BigBoi: RT .@Pundit_AcadEMIC: #pleasedontshoot #handsup #MikeBrown #Ferguson #peace #janellemonae http://t.co/4Tp0AO6p8z,rt rt pleasedontshoot handsup mikebrown ferguson peace janellemonae,positive
*cough* slut *cough #MKR,cough slut cough mkr,negative
RT @_els_7 Women's tennis is of a good standard #shitnoonesays #notsexist #stillenjoywatchingivanovic,rt women s tennis is of a good standard shitnoonesays notsexist stillenjoywatchingivanovic,positive
"Fuck off, now we still have to watch the wicked witch and her dumb ass husband on our tv's. Kill me now #mkr",fuck off now we still have to watch the wicked witch and her dumb ass husband on our tv s kill me now mkr,negative
I hate Kat's big smug face and her constant split fringe so much. Kat and Andre #australiasmosthatedcouple #mkr,i hate kat s big smug face and her constant split fringe so much kat and andre australiasmosthatedcouple mkr,negative
RT @metin_gozde I remember when I used to refuse to get on the bus if a woman was driving it #NotSexist,rt i remember when i used to refuse to get on the bus if a woman was driving it notsexist,negative
So Twitter is calling Kat crazy eyes!!!! Bless you Twitter! She literally has the craziest fucking eyes I've ever seen. #mkr,so twitter is calling kat crazy eyes bless you twitter she literally has the craziest fucking eyes i ve ever seen mkr,positive
"RT @MMMotorsports: @ChaseDahlaBillz @YesYoureSexist @keatonwessman @CJ_Obray Women drivers, what? I'd say we kick ass. http://t.co/3N77tA5Z…",rt women drivers what i d say we kick ass,negative
I'll believe #feminism wants #equality when they start demanding death for #JodiArias but...I won't hold my breath... http://t.co/B108OAG7DO,i ll believe feminism wants equality when they start demanding death for jodiarias but i won t hold my breath,positive
RT @Desani44 Call me sexist but I just cannot stand female rappers......yuck. That voice though.....,rt call me sexist but i just cannot stand female rappers yuck that voice though,neutral
"Ugh these #KillerBlondes are killer boring, and what's with spreading their dna all over the table? Unhygienic -and- gross! #MKR2015 #MKR",ugh these killerblondes are killer boring and what s with spreading their dna all over the table unhygienic and gross mkr mkr,negative
"RT @Slowgun66: I agree that rape is only the rapists fault, but when I advise girls to take precautions against potential rapists, they cal…",rt i agree that rape is only the rapists fault but when i advise girls to take precautions against potential rapists they cal,negative
“@SueKennedy19: #MKR Please let Drasko &amp; Steve come to blows! I'd put my money on Steve.” Naked wrestling in deconstructed lemon tart lol,mkr please let drasko amp steve come to blows i d put my money on steve naked wrestling in deconstructed lemon tart lol,positive
#MKR suck it kat u kent!!!,mkr suck it kat u kent,negative
"RT @peterWSP15 LOL and no fucking doubt, I'm not sexist but especially girls, no respect for men what so ever (well most of them)",rt lol and no fucking doubt i m not sexist but especially girls no respect for men what so ever well most of them,positive
.@PelorsHope Dunno...ran out of characters...meant which other character in the 1986 Transformers movies did he voice?,dunno ran out of characters meant which other character in the transformers movies did he voice,neutral
"RT @reverenddg: @zoegclifford @MT8_9 @fuckism_ If your response isn't some level of introspection about it being sexist, but protesting the…",rt if your response isn t some level of introspection about it being sexist but protesting the,negative
I think it was Nikki and Katie's modesty that made them so appealing #mkr,i think it was nikki and katie s modesty that made them so appealing mkr,neutral
Toodles bitches #mkr,toodles bitches mkr,negative
@cazzapuppy Thanks. And you are seemingly are less interested in equality for ALL than you stated prior...just saying.,thanks and you are seemingly are less interested in equality for all than you stated prior just saying,positive
@feministlah @GreenWeiner No.  Valid point.  I have never actually seen an MRA say he hates women (openly) like #KillAllMen etc.,no valid point i have never actually seen an mra say he hates women openly like killallmen etc,negative
RT @georgetietjen: @Coslopuss @ggrr659 @thereallivefree @crazybenghazi04 I wouldn't be surprised. I'm not sexist but women don't download t…,rt i wouldn t be surprised i m not sexist but women don t download t,positive
".@scarmichael18 So, you will continue to oppose equality no matter the logic...?",so you will continue to oppose equality no matter the logic,negative
Celine. SHUT UP. #MKR,celine shut up mkr,neutral
"RT @_scottelder: @charMANdork @TheRealFTA I'm not sexist, but women are inferior. proving that you can still be an idiot regardless of your…",rt i m not sexist but women are inferior proving that you can still be an idiot regardless of your,negative
"That wiped the shit eating grin off your face pretty quick, Kat #MKR",that wiped the shit eating grin off your face pretty quick kat mkr,positive
"RT @GlennEHeath: Not sexist, but Thor, the God of Thunder, has been a man since the middle ages.  What's next, a movie about a female Jesus…",rt not sexist but thor the god of thunder has been a man since the middle ages what s next a movie about a female jesus,positive
